GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a recent transaction.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be fined for topping up by transfer? -> Aug: Are there any fees associated with topping up my account via bank transfer?
GEN | [top_up_by_cash_or_cheque] | Orig: What are the steps for depositing cash into my account? -> Aug: How can I add cash to my account balance?
GEN | [top_up_by_cash_or_cheque] | Orig: What physical locations can I use cash to top up? -> Aug: Can I use cash to top up at any of your bank branches or partner locations?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: What happens if I continue to use my card after the expiration date?
GEN | [receiving_money] | Orig: My salary is in GBP - what should I do? -> Aug: I'm expecting a payment in GBP, what are the next steps?
GEN | [transfer_timing] | Orig: I desperately need to transfer something from China, Please give me the wait time. -> Aug: I urgently require transferring an item from China, Could you please provide the estimated wait time for the transfer?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into my account?
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transaction that was processed earlier today.
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from my foreign account to this account.
GEN | [transfer_timing] | Orig: I need to make a transfer from Europe, how many days does this take? -> Aug: Can you please let me know how long it takes to process an international transfer from Europe?
GEN | [top_up_by_cash_or_cheque] | Orig: Why can't I top up by cheque? -> Aug: Can I top up my account using a cheque instead of cash?
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: What payment methods do you accept for card top-ups?
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
GEN | [top_up_by_cash_or_cheque] | Orig: Where do I look for cash top up? -> Aug: You can top up your account using cash at any of our bank branches or by depositing a cheque at a nearby post office.
GEN | [apple_pay_or_google_pay] | Orig: how do i setup my apple pay -> Aug: how do i set up apple pay on my device
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing time for international transfers from Europe?
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Do you support other credit cards from the United States, besides the one I'm currently using?
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: I didn't authorize this transaction
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: I'm confused because my app shows a cash withdrawal, but I didn't receive the cash.
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: Are there any charges applicable when I top-up using a bank transfer?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the new card be reflected in the mobile app?
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a recent payment in my account records.
GEN | [lost_or_stolen_card] | Orig: Can you tell me the status of my new card? -> Aug: I think I may have misplaced my new card, can you check if it's been reported as lost or stolen?
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
GEN | [top_up_by_cash_or_cheque] | Orig: I would like to pay by cheque. -> Aug: I would like to make a payment using a cheque.
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [cancel_transfer] | Orig: I have arranged a transfer, but no longer need to send it. How do I stop the transfer? -> Aug: I would like to cancel the transfer I previously initiated. Can you assist me with stopping the transfer process?
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: Can you help me stop a pending transfer?
GEN | [top_up_reverted] | Orig: I put some money in my account the other day but now its gone? Why is this? -> Aug: I made a recent deposit, but it seems to have been reversed. Can you help me understand why this happened?
GEN | [receiving_money] | Orig: Do I need to add my salary? -> Aug: Can I include my income in the application?
GEN | [pending_card_payment] | Orig: I made a payment that is not yet complete. -> Aug: I'm still waiting for a payment to be processed.
GEN | [transfer_into_account] | Orig: Whats the process of tranfering money into an account? -> Aug: How do I initiate a transfer of funds into an existing account?
GEN | [card_arrival] | Orig: How can I check on the status of my new card? -> Aug: Can you please let me know how to track the delivery of my recently issued card?
VAL | [cancel_transfer] | YES | Text: I'd like to inquire about the possibility of canceling a recent transaction.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any fees associated with topping up my account via bank transfer?
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I add cash to my account balance?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use cash to top up at any of your bank branches or partner locations?
VAL | [card_about_to_expire] | YES | Text: What happens if I continue to use my card after the expiration date?
VAL | [receiving_money] | NO | Text: I'm expecting a payment in GBP, what are the next steps?
VAL | [transfer_timing] | YES | Text: I urgently require transferring an item from China, Could you please provide the estimated wait time for the transfer?
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer into my account?
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transaction that was processed earlier today.
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from my foreign account to this account.
VAL | [transfer_timing] | YES | Text: Can you please let me know how long it takes to process an international transfer from Europe?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I top up my account using a cheque instead of cash?
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods do you accept for card top-ups?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
VAL | [top_up_by_cash_or_cheque] | NO | Text: You can top up your account using cash at any of our bank branches or by depositing a cheque at a nearby post office.
VAL | [apple_pay_or_google_pay] | YES | Text: how do i set up apple pay on my device
VAL | [transfer_timing] | YES | Text: What is the typical processing time for international transfers from Europe?
VAL | [supported_cards_and_currencies] | NO | Text: Do you support other credit cards from the United States, besides the one I'm currently using?
VAL | [card_payment_not_recognised] | YES | Text: I didn't authorize this transaction
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused because my app shows a cash withdrawal, but I didn't receive the cash.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any charges applicable when I top-up using a bank transfer?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
VAL | [card_linking] | YES | Text: How will the new card be reflected in the mobile app?
VAL | [card_payment_not_recognised] | NO | Text: I'm unable to locate a recent payment in my account records.
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my new card, can you check if it's been reported as lost or stolen?
VAL | [beneficiary_not_allowed] | YES | Text: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
VAL | [top_up_by_cash_or_cheque] | NO | Text: I would like to make a payment using a cheque.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
VAL | [transfer_into_account] | YES | Text: I'd like to understand the process of moving funds into my account.
VAL | [cancel_transfer] | YES | Text: I would like to cancel the transfer I previously initiated. Can you assist me with stopping the transfer process?
VAL | [cancel_transfer] | NO | Text: Can you help me stop a pending transfer?
VAL | [top_up_reverted] | YES | Text: I made a recent deposit, but it seems to have been reversed. Can you help me understand why this happened?
VAL | [receiving_money] | NO | Text: Can I include my income in the application?
VAL | [pending_card_payment] | YES | Text: I'm still waiting for a payment to be processed.
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer of funds into an existing account?
VAL | [card_arrival] | YES | Text: Can you please let me know how to track the delivery of my recently issued card?
