GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: If the recipient hasn't received the transferred amount, what's the next step to resolve the issue?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase yesterday, but the payment is still pending. Can you help me understand why it's not processing?
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm trying to send a transfer to another account, but it's not going through. I've double-checked my info and the funds are available, so I'm not sure why it's being rejected. Can you help me figure out what's going on?
GEN | [failed_transfer] | Orig: Can you tell my why my funds transfer did not work properly? -> Aug: I'm having trouble with a recent transfer and I'd like to know what went wrong.
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I'm confused because I didn't make a withdrawal, but I received a notification saying I did.
GEN | [direct_debit_payment_not_recognised] | Orig: There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit. -> Aug: I'm concerned about a recent transaction that was deducted from my account, but I don't recall making the payment. Could you help me investigate this transaction from a few weeks ago to verify its legitimacy? I'm not seeking a refund, just want to confirm whether it's a genuine payment or not.
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [cash_withdrawal_not_recognised] | Orig: I have my card here with me and someone has just made a withdrawal for 500. Please help! -> Aug: I'm trying to make a cash withdrawal, but the amount I withdrew doesn't seem to be showing up on my account. Can you assist me?
GEN | [beneficiary_not_allowed] | Orig: Why wasn't my payment to beneficiary X approved? -> Aug: Why was my payment to beneficiary X rejected, and what are the reasons for not allowing the transaction to proceed?
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit. Could you help me troubleshoot the problem?
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Can you please explain why the transactions I made earlier today are still listed as pending on my account?
GEN | [atm_support] | Orig: I need to withdraw money. Where can I do that? -> Aug: I'm looking to make a withdrawal. Can I use an ATM to get some cash?
GEN | [exchange_charge] | Orig: Please provide currency exchange rates -> Aug: Can you give me the current exchange rates for currency conversion?
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [pending_transfer] | Orig: I have a pending money transfer -> Aug: I'm waiting for a transfer to be processed
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: I'm having trouble verifying my identity and need to update my personal information, but the system won't let me make changes, what's the next step?
GEN | [verify_my_identity] | Orig: what steps do you take to check identity -> Aug: To confirm your identity, what information do you need from me to verify my account?
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: What merchants accept the card?
GEN | [disposable_card_limits] | Orig: Are there any places that I can't use the disposable cards at? -> Aug: Can I use the disposable cards anywhere, or are there specific locations where they're not accepted?
GEN | [get_disposable_virtual_card] | Orig: How do I use the disposable cards? -> Aug: Can you guide me on how to utilize the virtual disposable card for transactions?
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the shortfall. Can you investigate this discrepancy and let me know what's happening?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the exchange rate change each day for purchases? There is a different rate on my purchase. -> Aug: I noticed the exchange rate was different when I made a purchase yesterday compared to today. Is this normal?
GEN | [verify_source_of_funds] | Orig: Can you tell me where my readily available cash has come from? -> Aug: Can you confirm the origin of the funds in my account that are readily available for use?
GEN | [beneficiary_not_allowed] | Orig: is there something blocking me from making transfers -> Aug: are there any restrictions preventing me from sending funds to the intended recipient?
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I accidentally initiated a transfer to the wrong account and would like to cancel it.
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: I'm missing a withdrawal from my account.
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on? -> Aug: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
GEN | [pending_transfer] | Orig: why have I got a pending transfer? I'm confused!! -> Aug: I'm trying to understand why my transfer is still pending. Can you help me figure out what's going on?
GEN | [declined_transfer] | Orig: I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please? -> Aug: I'm having trouble initiating a transfer, and the transfer details seem to be accurate. Could you investigate this issue for me, please?
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it was unsuccessful.
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: I'm trying to make sense of a transaction on my account, but I didn't make the purchase at the store.
GEN | [exchange_rate] | Orig: What factors determine your exchange rate? -> Aug: What influences your exchange rate calculation?
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Unusual activity detected on my account.
VAL | [transfer_not_received_by_recipient] | YES | Text: If the recipient hasn't received the transferred amount, what's the next step to resolve the issue?
VAL | [pending_card_payment] | YES | Text: I made a purchase yesterday, but the payment is still pending. Can you help me understand why it's not processing?
VAL | [failed_transfer] | YES | Text: I'm trying to send a transfer to another account, but it's not going through. I've double-checked my info and the funds are available, so I'm not sure why it's being rejected. Can you help me figure out what's going on?
VAL | [failed_transfer] | YES | Text: I'm having trouble with a recent transfer and I'd like to know what went wrong.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused because I didn't make a withdrawal, but I received a notification saying I did.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned about a recent transaction that was deducted from my account, but I don't recall making the payment. Could you help me investigate this transaction from a few weeks ago to verify its legitimacy? I'm not seeking a refund, just want to confirm whether it's a genuine payment or not.
VAL | [fiat_currency_support] | YES | Text: Can I convert my funds to euros?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm trying to make a cash withdrawal, but the amount I withdrew doesn't seem to be showing up on my account. Can you assist me?
VAL | [beneficiary_not_allowed] | YES | Text: Why was my payment to beneficiary X rejected, and what are the reasons for not allowing the transaction to proceed?
VAL | [verify_my_identity] | YES | Text: Where can I locate the identity verification process?
VAL | [failed_transfer] | NO | Text: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit. Could you help me troubleshoot the problem?
VAL | [pending_card_payment] | YES | Text: Can you please explain why the transactions I made earlier today are still listed as pending on my account?
VAL | [atm_support] | YES | Text: I'm looking to make a withdrawal. Can I use an ATM to get some cash?
VAL | [exchange_charge] | YES | Text: Can you give me the current exchange rates for currency conversion?
VAL | [visa_or_mastercard] | NO | Text: I require a Mastercard
VAL | [pending_transfer] | YES | Text: I'm waiting for a transfer to be processed
VAL | [edit_personal_details] | NO | Text: I'm having trouble verifying my identity and need to update my personal information, but the system won't let me make changes, what's the next step?
VAL | [verify_my_identity] | YES | Text: To confirm your identity, what information do you need from me to verify my account?
VAL | [card_acceptance] | YES | Text: What merchants accept the card?
VAL | [disposable_card_limits] | YES | Text: Can I use the disposable cards anywhere, or are there specific locations where they're not accepted?
VAL | [get_disposable_virtual_card] | NO | Text: Can you guide me on how to utilize the virtual disposable card for transactions?
VAL | [transfer_fee_charged] | NO | Text: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the shortfall. Can you investigate this discrepancy and let me know what's happening?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I noticed the exchange rate was different when I made a purchase yesterday compared to today. Is this normal?
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the origin of the funds in my account that are readily available for use?
VAL | [beneficiary_not_allowed] | NO | Text: are there any restrictions preventing me from sending funds to the intended recipient?
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and would like to cancel it.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a withdrawal from my account.
VAL | [transfer_fee_charged] | YES | Text: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
VAL | [pending_transfer] | YES | Text: I'm trying to understand why my transfer is still pending. Can you help me figure out what's going on?
VAL | [declined_transfer] | YES | Text: I'm having trouble initiating a transfer, and the transfer details seem to be accurate. Could you investigate this issue for me, please?
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it was unsuccessful.
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to make sense of a transaction on my account, but I didn't make the purchase at the store.
VAL | [exchange_rate] | YES | Text: What influences your exchange rate calculation?
VAL | [compromised_card] | YES | Text: Unusual activity detected on my account.
