GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment system?
GEN | [cash_withdrawal_not_recognised] | Orig: How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred. -> Aug: I'm trying to figure out if someone has made an unauthorized cash withdrawal from my account. I have my card with me, but I didn't approve the transaction that just happened.
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was declined due to insufficient funds or an invalid account number. Please verify the information and try again.
GEN | [getting_virtual_card] | Orig: I look but I see no virtual card. Why is that? -> Aug: I'm trying to find my virtual card, but it's not showing up. Can you help me locate it?
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately. -> Aug: Hi, I just found out that someone used my card to withdraw cash from my account in a remote area where I've never been. I'd like to request that my card be frozen immediately to prevent any further unauthorized transactions.
GEN | [verify_top_up] | Orig: I can't see a verification code anywhere -> Aug: I'm having trouble finding the verification code for my top-up
GEN | [request_refund] | Orig: What is the refund process? -> Aug: I'd like to know the steps to initiate a refund for my recent transaction.
GEN | [request_refund] | Orig: How do I begin the process of a refund? -> Aug: I'd like to initiate a refund for my recent transaction. Can you guide me through the steps to request a refund?
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: I've made a payment, but it's not showing up in my account.
GEN | [disposable_card_limits] | Orig: i tried using a virtual card for a hotel but it didn't work, why not -> Aug: I attempted to use a disposable card for a hotel reservation, but it was declined. Can you help me understand why it didn't work?
GEN | [verify_top_up] | Orig: I'm being asked for a verification code. Where do I find it? -> Aug: I need to verify my top-up request. Can you please provide me with the verification code?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for my top-up transaction?
GEN | [card_arrival] | Orig: WHAT IS THE SOLUTION OF THIS PROBLEM -> Aug: When will I receive my new credit card?
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: I'm in a state of emergency. Please cancel my card immediately. Someone in a distant town has made an unauthorized withdrawal using my card, and I didn't make the transaction myself.
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $400 that I didn't authorize. Can you assist me in resolving this issue?
GEN | [verify_source_of_funds] | Orig: I require verification of my source of funds. -> Aug: I need to confirm the origin of my funds.
GEN | [verify_top_up] | Orig: What's a verification code? -> Aug: Can you please provide me with the verification code for my top-up transaction?
GEN | [getting_virtual_card] | Orig: what is a virtual and how do i get one -> Aug: Can you please tell me more about virtual cards and how I can obtain one?
GEN | [verify_source_of_funds] | Orig: How do I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [contactless_not_working] | Orig: How do I troubleshoot my contactless? -> Aug: What's going on with my contactless payment feature? It's not working as expected.
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This card payment is not being recognized.
GEN | [verify_source_of_funds] | Orig: How can I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I'd appreciate guidance on the verification steps for topping up my prepaid cards.
GEN | [request_refund] | Orig: What do I need to do for a refund? -> Aug: Can you please guide me through the process of requesting a refund?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned that my card's security has been compromised.
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm concerned that my top-up didn't process successfully.
GEN | [verify_source_of_funds] | Orig: My source of funds need verification. -> Aug: We would like to verify the origin of the funds used for this transaction.
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
GEN | [verify_source_of_funds] | Orig: I have to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: Hey, I'm concerned about a suspicious transaction on my account. I see a payment from a store that's not near my location, and I'm worried someone might have accessed my card details. Can you help me reverse the charge and refund the amount so I can settle my rent on time?
GEN | [declined_card_payment] | Orig: I was just needing to know why my card got declined -> Aug: I'm trying to understand why my payment was declined using my card
GEN | [verify_source_of_funds] | Orig: My source of funds require verification. -> Aug: We need to confirm the origin of your funds.
GEN | [getting_virtual_card] | Orig: explain the virtual card -> Aug: What is a virtual card and how do I get one?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: Why hasn't my account balance been updated after the recent transfer I made?
GEN | [verify_source_of_funds] | Orig: I would like to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
VAL | [card_not_working] | YES | Text: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment system?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to figure out if someone has made an unauthorized cash withdrawal from my account. I have my card with me, but I didn't approve the transaction that just happened.
VAL | [declined_transfer] | NO | Text: The transfer was declined due to insufficient funds or an invalid account number. Please verify the information and try again.
VAL | [getting_virtual_card] | YES | Text: I'm trying to find my virtual card, but it's not showing up. Can you help me locate it?
VAL | [cash_withdrawal_not_recognised] | YES | Text: Hi, I just found out that someone used my card to withdraw cash from my account in a remote area where I've never been. I'd like to request that my card be frozen immediately to prevent any further unauthorized transactions.
VAL | [verify_top_up] | YES | Text: I'm having trouble finding the verification code for my top-up
VAL | [request_refund] | YES | Text: I'd like to know the steps to initiate a refund for my recent transaction.
VAL | [request_refund] | YES | Text: I'd like to initiate a refund for my recent transaction. Can you guide me through the steps to request a refund?
VAL | [card_payment_not_recognised] | YES | Text: I've made a payment, but it's not showing up in my account.
VAL | [disposable_card_limits] | YES | Text: I attempted to use a disposable card for a hotel reservation, but it was declined. Can you help me understand why it didn't work?
VAL | [verify_top_up] | NO | Text: I need to verify my top-up request. Can you please provide me with the verification code?
VAL | [verify_top_up] | NO | Text: Can you please show me the verification code for my top-up transaction?
VAL | [card_arrival] | NO | Text: When will I receive my new credit card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm in a state of emergency. Please cancel my card immediately. Someone in a distant town has made an unauthorized withdrawal using my card, and I didn't make the transaction myself.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $400 that I didn't authorize. Can you assist me in resolving this issue?
VAL | [verify_source_of_funds] | YES | Text: I need to confirm the origin of my funds.
VAL | [verify_top_up] | NO | Text: Can you please provide me with the verification code for my top-up transaction?
VAL | [getting_virtual_card] | YES | Text: Can you please tell me more about virtual cards and how I can obtain one?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [contactless_not_working] | YES | Text: What's going on with my contactless payment feature? It's not working as expected.
VAL | [card_payment_not_recognised] | YES | Text: This card payment is not being recognized.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [verify_top_up] | YES | Text: I'd appreciate guidance on the verification steps for topping up my prepaid cards.
VAL | [request_refund] | YES | Text: Can you please guide me through the process of requesting a refund?
VAL | [compromised_card] | YES | Text: I'm concerned that my card's security has been compromised.
VAL | [top_up_failed] | YES | Text: I'm concerned that my top-up didn't process successfully.
VAL | [verify_source_of_funds] | YES | Text: We would like to verify the origin of the funds used for this transaction.
VAL | [compromised_card] | YES | Text: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [direct_debit_payment_not_recognised] | NO | Text: Hey, I'm concerned about a suspicious transaction on my account. I see a payment from a store that's not near my location, and I'm worried someone might have accessed my card details. Can you help me reverse the charge and refund the amount so I can settle my rent on time?
VAL | [declined_card_payment] | YES | Text: I'm trying to understand why my payment was declined using my card
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [getting_virtual_card] | NO | Text: What is a virtual card and how do I get one?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Why hasn't my account balance been updated after the recent transfer I made?
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
