GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: I made an online purchase, but the payment was reversed and the amount was credited back to my account. Can you help me understand why this happened?
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and I've found an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, returning the funds to my account.
GEN | [failed_transfer] | Orig: I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do. -> Aug: I've attempted to transfer funds multiple times, but it's not going through. I'm not doing anything out of the ordinary, it's my usual process.
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: i was expecting to receive a certain amount of cash, but instead, I didn't receive any and was still charged
GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: Can you please guide me on how to access my account and update my personal information?
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require an ATM location.
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
GEN | [supported_cards_and_currencies] | Orig: I need to know if you will accept my credit card. -> Aug: I'd like to confirm if you support my Visa card.
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: I'm having trouble accessing my account due to a PIN block. Can you help me resolve the issue and unblock my card?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: I was charged an incorrect exchange rate for the item I bought.
GEN | [beneficiary_not_allowed] | Orig: Why can't I buy cryptocurrency on the app? -> Aug: Unfortunately, the beneficiary for this specific transaction is not allowed, which is why you're unable to purchase cryptocurrency on our app.
GEN | [wrong_amount_of_cash_received] | Orig: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. -> Aug: I accidentally received the wrong amount of cash from the ATM. The app shows the correct amount I should have received, but I only got a different amount.
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please expedite the process or provide an estimated timeframe for when the balance will be updated?
GEN | [card_acceptance] | Orig: Are there limits as to where my card will be accepted? -> Aug: Can I use my card at any location, or are there specific places where it won't be accepted?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I top up my account using my card?
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm trying to check on a transfer I initiated 2 days ago from France, but my account balance still shows the same amount. Can you please let me know what's causing the delay?
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: Why hasn't my friend received the money I transferred to them yet?
GEN | [Refund_not_showing_up] | Orig: why cant you just refund me instead of a merchant -> Aug: I'm still waiting for my refund, can you please expedite the process instead of sending me a credit note from the merchant?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: I'd be happy to help you with that! Can you please provide me with the transaction reference number or the last four digits of the card used for the pending payment? This will help me look into the status of your payment and provide you with an estimated timeframe for when it will be processed.
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I'm waiting for an outgoing transfer to be processed
GEN | [transfer_not_received_by_recipient] | Orig: The app isn't showing my transactions -> Aug: I'm trying to check my recent transfers, but the app isn't displaying the transaction I sent to the recipient.
GEN | [direct_debit_payment_not_recognised] | Orig: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? -> Aug: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm not sure if I authorized the charge. Can you help me investigate this transaction and verify if it was a legitimate payment or not?
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is no longer functioning.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm trying to urgently top-up my card, but it's being declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: I'm planning to get a new card, but I'm worried about the expiration date. Can I expedite the delivery to avoid any late fees?
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: Why did my recent card payments get reversed?
VAL | [reverted_card_payment?] | YES | Text: I made an online purchase, but the payment was reversed and the amount was credited back to my account. Can you help me understand why this happened?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and I've found an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, returning the funds to my account.
VAL | [failed_transfer] | YES | Text: I've attempted to transfer funds multiple times, but it's not going through. I'm not doing anything out of the ordinary, it's my usual process.
VAL | [wrong_amount_of_cash_received] | YES | Text: i was expecting to receive a certain amount of cash, but instead, I didn't receive any and was still charged
VAL | [edit_personal_details] | YES | Text: Can you please guide me on how to access my account and update my personal information?
VAL | [atm_support] | YES | Text: I urgently require an ATM location.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to confirm if you support my Visa card.
VAL | [pin_blocked] | NO | Text: I'm having trouble accessing my account due to a PIN block. Can you help me resolve the issue and unblock my card?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I was charged an incorrect exchange rate for the item I bought.
VAL | [beneficiary_not_allowed] | NO | Text: Unfortunately, the beneficiary for this specific transaction is not allowed, which is why you're unable to purchase cryptocurrency on our app.
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received the wrong amount of cash from the ATM. The app shows the correct amount I should have received, but I only got a different amount.
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please expedite the process or provide an estimated timeframe for when the balance will be updated?
VAL | [card_acceptance] | YES | Text: Can I use my card at any location, or are there specific places where it won't be accepted?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update
VAL | [topping_up_by_card] | YES | Text: How can I top up my account using my card?
VAL | [top_up_failed] | NO | Text: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
VAL | [pin_blocked] | YES | Text: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check on a transfer I initiated 2 days ago from France, but my account balance still shows the same amount. Can you please let me know what's causing the delay?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my friend received the money I transferred to them yet?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund, can you please expedite the process instead of sending me a credit note from the merchant?
VAL | [pending_card_payment] | NO | Text: I'd be happy to help you with that! Can you please provide me with the transaction reference number or the last four digits of the card used for the pending payment? This will help me look into the status of your payment and provide you with an estimated timeframe for when it will be processed.
VAL | [pending_transfer] | YES | Text: I'm waiting for an outgoing transfer to be processed
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm trying to check my recent transfers, but the app isn't displaying the transaction I sent to the recipient.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm not sure if I authorized the charge. Can you help me investigate this transaction and verify if it was a legitimate payment or not?
VAL | [card_not_working] | YES | Text: My credit card is no longer functioning.
VAL | [top_up_failed] | YES | Text: I'm trying to urgently top-up my card, but it's being declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [card_about_to_expire] | NO | Text: I'm planning to get a new card, but I'm worried about the expiration date. Can I expedite the delivery to avoid any late fees?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
VAL | [reverted_card_payment?] | YES | Text: Why did my recent card payments get reversed?
