GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
GEN | [unable_to_verify_identity] | Orig: My identity isn't being accepted, what should I do? -> Aug: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY DEBIT CARD?
GEN | [contactless_not_working] | Orig: How do I troubleshoot when contactless doesn't work? -> Aug: What are the steps to resolve the issue when contactless payments are not functioning properly?
GEN | [contactless_not_working] | Orig: What is the reason when I tried to pay contactless at the bus, it didnt work? -> Aug: I'm having trouble using contactless payment at the bus stop, and it's not accepting my payment. Can you please help me understand why this is happening?
GEN | [contactless_not_working] | Orig: The contactless payments are not working. -> Aug: The contactless payment method is currently unavailable.
GEN | [contactless_not_working] | Orig: I am having problems with my contactless. -> Aug: I'm experiencing issues with my contactless payment feature.
GEN | [contactless_not_working] | Orig: I'm confused ass to why my contactless is not working. -> Aug: I'm having trouble with my contactless payment method and it's not functioning as expected.
GEN | [country_support] | Orig: I live in Germany. Is that one of the countries you are in? What other countries are you in? -> Aug: I'm based in the United Kingdom. Are you asking about the countries you operate in? Can you please provide a list of the countries you support?
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I'd like to update my personal details to reflect my new married name.
GEN | [cash_withdrawal_not_recognised] | Orig: What is this witdrawal -> Aug: What's this cash withdrawal I'm trying to make not being recognized?
GEN | [automatic_top_up] | Orig: How low does the balance have to be before the system updates? -> Aug: What minimum balance is required to trigger an automatic top-up?
GEN | [contactless_not_working] | Orig: Help me to set up contactless payments. -> Aug: I'm having trouble using contactless payments and need assistance with setting it up.
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm my identity due to a discrepancy in the information provided.
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: should I reach out to customer support if I'm having trouble updating my personal information?
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: We've noticed that your recent transactions have been declined. Can you please check your account balance and ensure you have sufficient funds to cover the payments?
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver my card?
GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending payment to be processed and authorized for a recent purchase?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: Your payment was declined due to an issue with your card, please try a different payment method or contact your bank for assistance.
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and would like a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
GEN | [exchange_charge] | Orig: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. -> Aug: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
GEN | [card_not_working] | Orig: I wasn't able to use my card today when I went out for lunch. Wondering why that is? -> Aug: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
GEN | [unable_to_verify_identity] | Orig: The app doesn't believe that I am myself -> Aug: The app is unable to confirm my identity due to a mismatch in the information provided.
GEN | [card_delivery_estimate] | Orig: How many days to deliver to a US customer? -> Aug: What is the estimated delivery timeframe for a card to a customer in the United States?
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why did my payment get declined when I tried to use my card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: I was expecting a better exchange rate for my cash withdrawal, but I only received a small amount of currency.
GEN | [card_linking] | Orig: I have one of your cards, but I don't know how to link it. -> Aug: I'm trying to connect my card to your system, but I'm having trouble figuring out how to link it.
GEN | [unable_to_verify_identity] | Orig: The app does not recognize who I am. -> Aug: The system is unable to verify my identity through the app.
GEN | [why_verify_identity] | Orig: I refuse to verify my identity. -> Aug: I'm not comfortable sharing my personal information to verify my identity.
GEN | [unable_to_verify_identity] | Orig: The app doesn't think that I am myself -> Aug: The app is unable to confirm my identity due to a discrepancy in the information provided.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
GEN | [card_delivery_estimate] | Orig: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. -> Aug: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
GEN | [country_support] | Orig: Can I get support? -> Aug: Do you need assistance with a specific country-related inquiry or issue?
GEN | [unable_to_verify_identity] | Orig: Why isn't this accepting my identity? -> Aug: We're having trouble verifying your identity with the information provided. Can you please confirm your name, date of birth, and address to help us complete the verification process?
GEN | [direct_debit_payment_not_recognised] | Orig: what is the matter? -> Aug: We've noticed that a direct debit payment from your account hasn't been recognized. Can you please help us investigate this issue?
GEN | [card_delivery_estimate] | Orig: How long will it take to get to the US? -> Aug: When can I expect my new credit card to arrive in the United States?
VAL | [pin_blocked] | YES | Text: What can I do to resolve the PIN block issue?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
VAL | [card_not_working] | NO | Text: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY DEBIT CARD?
VAL | [contactless_not_working] | YES | Text: What are the steps to resolve the issue when contactless payments are not functioning properly?
VAL | [contactless_not_working] | YES | Text: I'm having trouble using contactless payment at the bus stop, and it's not accepting my payment. Can you please help me understand why this is happening?
VAL | [contactless_not_working] | YES | Text: The contactless payment method is currently unavailable.
VAL | [contactless_not_working] | YES | Text: I'm experiencing issues with my contactless payment feature.
VAL | [contactless_not_working] | YES | Text: I'm having trouble with my contactless payment method and it's not functioning as expected.
VAL | [country_support] | NO | Text: I'm based in the United Kingdom. Are you asking about the countries you operate in? Can you please provide a list of the countries you support?
VAL | [contactless_not_working] | YES | Text: Why did my contactless payment fail to work at the metro station?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal details to reflect my new married name.
VAL | [cash_withdrawal_not_recognised] | NO | Text: What's this cash withdrawal I'm trying to make not being recognized?
VAL | [automatic_top_up] | NO | Text: What minimum balance is required to trigger an automatic top-up?
VAL | [contactless_not_working] | NO | Text: I'm having trouble using contactless payments and need assistance with setting it up.
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm my identity due to a discrepancy in the information provided.
VAL | [edit_personal_details] | YES | Text: should I reach out to customer support if I'm having trouble updating my personal information?
VAL | [declined_card_payment] | NO | Text: We've noticed that your recent transactions have been declined. Can you please check your account balance and ensure you have sufficient funds to cover the payments?
VAL | [card_arrival] | YES | Text: How long does it take for the courier to deliver my card?
VAL | [pending_card_payment] | NO | Text: When can I expect a pending payment to be processed and authorized for a recent purchase?
VAL | [declined_card_payment] | NO | Text: Your payment was declined due to an issue with your card, please try a different payment method or contact your bank for assistance.
VAL | [request_refund] | YES | Text: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and would like a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
VAL | [exchange_charge] | YES | Text: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
VAL | [card_not_working] | YES | Text: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
VAL | [unable_to_verify_identity] | YES | Text: The app is unable to confirm my identity due to a mismatch in the information provided.
VAL | [card_delivery_estimate] | YES | Text: What is the estimated delivery timeframe for a card to a customer in the United States?
VAL | [declined_card_payment] | YES | Text: Why did my payment get declined when I tried to use my card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for my cash withdrawal, but I only received a small amount of currency.
VAL | [card_linking] | YES | Text: I'm trying to connect my card to your system, but I'm having trouble figuring out how to link it.
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to verify my identity through the app.
VAL | [why_verify_identity] | YES | Text: I'm not comfortable sharing my personal information to verify my identity.
VAL | [unable_to_verify_identity] | YES | Text: The app is unable to confirm my identity due to a discrepancy in the information provided.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
VAL | [country_support] | NO | Text: Do you need assistance with a specific country-related inquiry or issue?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity with the information provided. Can you please confirm your name, date of birth, and address to help us complete the verification process?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've noticed that a direct debit payment from your account hasn't been recognized. Can you please help us investigate this issue?
VAL | [card_delivery_estimate] | NO | Text: When can I expect my new credit card to arrive in the United States?
