GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: Can I get a new physical card if my current one is lost or stolen, and what's the fee for that service?
GEN | [why_verify_identity] | Orig: I still want to use my account but haven't verified is that OK? -> Aug: I'd like to continue using my account, but I haven't completed the verification process yet. Is that acceptable?
GEN | [pin_blocked] | Orig: What should I do if I exceed my PIN tries? -> Aug: If I enter my PIN incorrectly multiple times, what are the next steps I should take?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we waive the identity verification process?
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How can I confirm my account's currency setting, as I receive payments in GBP?
GEN | [why_verify_identity] | Orig: I'm waiting for the ID verification to go through still, so is it too soon to use my account? -> Aug: I'm still waiting for the ID verification process to complete, so can I use my account before it's fully verified?
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: Your card was declined during the transaction at the store.
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up automatic top-ups to my account at regular intervals during my trip?
GEN | [top_up_by_card_charge] | Orig: I am wanting to refill my card, is there a charge? -> Aug: I'd like to add funds to my card, will there be a charge for this transaction?
GEN | [order_physical_card] | Orig: Do physical cards cost money? -> Aug: Are there any fees associated with ordering a physical credit card?
GEN | [declined_cash_withdrawal] | Orig: my card was frozen due to putting in the wrong pin too much.  how many tries do i have -> Aug: I apologize for the inconvenience. Your card has been temporarily restricted due to multiple incorrect PIN attempts. You have a limited number of attempts to correct the issue before it's permanently blocked. Please try again, and if you're still having trouble, feel free to reach out to us for assistance.
GEN | [cash_withdrawal_charge] | Orig: I just had a look at my statement. Why have I been changed for using the ATM? -> Aug: I'd like to know why I'm being charged for withdrawing cash from an ATM.
GEN | [receiving_money] | Orig: I need my payment in another currency -> Aug: I would like to receive my payment in a different currency
GEN | [card_swallowed] | Orig: I have lost my credit card in the ATM! -> Aug: I swallowed my debit card while trying to get cash from the ATM!
GEN | [topping_up_by_card] | Orig: I need my card topped up, -> Aug: I would like to add funds to my card using my card details.
GEN | [receiving_money] | Orig: Will my GPB update my salary -> Aug: Will my direct deposit reflect my new salary?
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: I'm trying to access my available balance, but it shows that my recent payment is still pending. Can you help me understand why it's not reflecting in my account yet?
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transfer confirmation, can you please help me locate the receipt?
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: I'm having trouble accessing my account using the app, and I'm worried someone might be trying to hack into it. Can you help me check my security settings?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a charge for getting my money? -> Aug: Are there any fees associated with transferring funds to top up my account?
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
GEN | [declined_transfer] | Orig: I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result! -> Aug: I'm having trouble with my card transaction. It keeps getting declined, and I'm not sure why. I've never had any issues with it before, but now it's consistently being rejected. Can you help me figure out what's going on?
GEN | [why_verify_identity] | Orig: I am still waiting for verification.  Can I use my account before I am verified? -> Aug: I'm trying to access my account, but I haven't received the verification email yet. Can I still use my account until I'm verified?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week now, but it's still not functioning properly.
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
GEN | [declined_cash_withdrawal] | Orig: i entered my pin in wrong and got it frozen. how many tries do i have -> Aug: I'm sorry to hear that your PIN was frozen. Unfortunately, due to security protocols, we cannot process your cash withdrawal request as your PIN has been locked. Please try again after correcting the issue, and you'll have another attempt to enter your PIN correctly. If you continue to experience issues, please contact our customer support team for further assistance.
GEN | [reverted_card_payment?] | Orig: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. -> Aug: I'm experiencing an issue with my card payments being reverted every time I make an online purchase. This has been happening for the past two weeks, and I'm not sure why it's happening. Can you please assist me in resolving this issue?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: I'm having trouble with my card payments being declined when I try to make an online purchase. The payment is initially accepted, but then it's reversed or cancelled later on. Can you help me figure out what's going on?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific locations or merchants where my card is not accepted?
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: I'm a new customer and I'm trying to top up my account for the first time today, but it's not working.
GEN | [pending_cash_withdrawal] | Orig: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? -> Aug: I'm having issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the transaction is still pending, could you please cancel it for me?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, I initially thought it was misplaced, but I just found it in my coat when I woke up.
VAL | [order_physical_card] | NO | Text: Can I get a new physical card if my current one is lost or stolen, and what's the fee for that service?
VAL | [why_verify_identity] | YES | Text: I'd like to continue using my account, but I haven't completed the verification process yet. Is that acceptable?
VAL | [pin_blocked] | NO | Text: If I enter my PIN incorrectly multiple times, what are the next steps I should take?
VAL | [why_verify_identity] | NO | Text: Can we waive the identity verification process?
VAL | [receiving_money] | YES | Text: How can I confirm my account's currency setting, as I receive payments in GBP?
VAL | [why_verify_identity] | NO | Text: I'm still waiting for the ID verification process to complete, so can I use my account before it's fully verified?
VAL | [declined_card_payment] | YES | Text: Your card was declined during the transaction at the store.
VAL | [automatic_top_up] | YES | Text: Can I set up automatic top-ups to my account at regular intervals during my trip?
VAL | [top_up_by_card_charge] | YES | Text: I'd like to add funds to my card, will there be a charge for this transaction?
VAL | [order_physical_card] | NO | Text: Are there any fees associated with ordering a physical credit card?
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. Your card has been temporarily restricted due to multiple incorrect PIN attempts. You have a limited number of attempts to correct the issue before it's permanently blocked. Please try again, and if you're still having trouble, feel free to reach out to us for assistance.
VAL | [cash_withdrawal_charge] | YES | Text: I'd like to know why I'm being charged for withdrawing cash from an ATM.
VAL | [receiving_money] | YES | Text: I would like to receive my payment in a different currency
VAL | [card_swallowed] | YES | Text: I swallowed my debit card while trying to get cash from the ATM!
VAL | [topping_up_by_card] | YES | Text: I would like to add funds to my card using my card details.
VAL | [receiving_money] | YES | Text: Will my direct deposit reflect my new salary?
VAL | [reverted_card_payment?] | YES | Text: Why was my payment reversed and credited back to my card?
VAL | [pending_card_payment] | YES | Text: I'm trying to access my available balance, but it shows that my recent payment is still pending. Can you help me understand why it's not reflecting in my account yet?
VAL | [transfer_not_received_by_recipient] | NO | Text: I haven't received the transfer confirmation, can you please help me locate the receipt?
VAL | [card_not_working] | NO | Text: I'm having trouble accessing my account using the app, and I'm worried someone might be trying to hack into it. Can you help me check my security settings?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any fees associated with transferring funds to top up my account?
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
VAL | [declined_transfer] | YES | Text: I'm having trouble with my card transaction. It keeps getting declined, and I'm not sure why. I've never had any issues with it before, but now it's consistently being rejected. Can you help me figure out what's going on?
VAL | [why_verify_identity] | NO | Text: I'm trying to access my account, but I haven't received the verification email yet. Can I still use my account until I'm verified?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [card_not_working] | YES | Text: I've been trying to use my card for a week now, but it's still not functioning properly.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that your PIN was frozen. Unfortunately, due to security protocols, we cannot process your cash withdrawal request as your PIN has been locked. Please try again after correcting the issue, and you'll have another attempt to enter your PIN correctly. If you continue to experience issues, please contact our customer support team for further assistance.
VAL | [reverted_card_payment?] | NO | Text: I'm experiencing an issue with my card payments being reverted every time I make an online purchase. This has been happening for the past two weeks, and I'm not sure why it's happening. Can you please assist me in resolving this issue?
VAL | [reverted_card_payment?] | NO | Text: I'm having trouble with my card payments being declined when I try to make an online purchase. The payment is initially accepted, but then it's reversed or cancelled later on. Can you help me figure out what's going on?
VAL | [card_acceptance] | YES | Text: Are there any specific locations or merchants where my card is not accepted?
VAL | [pending_top_up] | YES | Text: I'm a new customer and I'm trying to top up my account for the first time today, but it's not working.
VAL | [pending_cash_withdrawal] | YES | Text: I'm having issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the transaction is still pending, could you please cancel it for me?
VAL | [card_linking] | YES | Text: I'd like to reactivate my card, I initially thought it was misplaced, but I just found it in my coat when I woke up.
