GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
GEN | [card_payment_wrong_exchange_rate] | Orig: I think the rate that was applied to my purchase using foreign currency is wrong. Help! -> Aug: I'm concerned that the exchange rate used for my international transaction is incorrect. Can you assist me with this issue?
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: I reversed my card payment
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay an additional amount when using my card to pay? -> Aug: I was charged an unexpected fee when I used my card to make a payment. Can you explain why this fee was applied?
GEN | [card_payment_wrong_exchange_rate] | Orig: My card payment had the wrong exchange rate -> Aug: The exchange rate used for my recent card payment was incorrect.
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: I'm unable to provide the required identification documents.
GEN | [pin_blocked] | Orig: I blocked my card by mistake, how do I unblock it? -> Aug: I accidentally blocked my card, can you help me unblock it?
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I recently received a foreign currency transfer in GBP and I'd like to convert it to a different currency, what are my options?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
GEN | [transfer_fee_charged] | Orig: Are money transfers free? -> Aug: Do I get charged a fee for transferring funds?
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I'm concerned that there was an error with the transfer I initiated
GEN | [card_payment_wrong_exchange_rate] | Orig: Can you change the rate for the item I bought in a different currency as it is wrong? -> Aug: The exchange rate for the item I purchased in a different currency is incorrect, can you adjust it for me?
GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can I receive funds from others through your services?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm not comfortable providing this information to verify my identity.
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: I've noticed that the transaction appears to have been duplicated on my account.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it. -> Aug: I recently withdrew cash from an ATM while traveling and was surprised to find that the exchange rate was significantly different from what I was expecting. If I had known about this discrepancy, I would have chosen a different option.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Why hasn't my account balance updated after I made a bank transfer today?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I'm concerned about an unexpected debit on my account.
GEN | [receiving_money] | Orig: How does one send me money? -> Aug: Can you please guide me on how to receive a payment from someone?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: I'm still waiting to see the funds from my recent transfer appear in my account, could you please verify if it's been processed and updated my balance?
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made to a recipient, and they're saying they haven't received it. I've double-checked the details, and it shows as complete on my end, but the recipient is claiming they haven't received the funds.
GEN | [card_payment_wrong_exchange_rate] | Orig: the exchange rate at which my card payment is at is wrong -> Aug: The exchange rate applied to my card payment is incorrect
GEN | [lost_or_stolen_phone] | Orig: How can I stop someone from using my card after I lost it yesterday. -> Aug: I need to report my phone lost and prevent any unauthorized transactions on my account.
GEN | [card_about_to_expire] | Orig: What is the cost and time frame of getting a new card? -> Aug: How much does it cost to replace my card, and how long does it take to receive a new one?
GEN | [exchange_rate] | Orig: explain the interbank exchange rate -> Aug: The interbank exchange rate is the rate at which banks and other financial institutions trade currencies with each other, and it's often used as a benchmark for determining the exchange rate for customers.
GEN | [transfer_not_received_by_recipient] | Orig: When are you going to transfer the money? -> Aug: I haven't received the transferred funds yet, when can I expect them to be credited to my account?
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Can I transfer funds in GBP or do I need to convert it to another currency first?
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed and cleared from my account?
GEN | [top_up_by_cash_or_cheque] | Orig: How long before a check I send clears? -> Aug: Can you please let me know how long it takes for a cheque to clear before I can use it to top up my account?
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet and it's not showing up in the app
GEN | [cancel_transfer] | Orig: I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately! -> Aug: I accidentally initiated a transfer to the wrong account and I need to cancel it as soon as possible. Can you assist me in reversing the transaction?
GEN | [order_physical_card] | Orig: how much does a card cost and why do you charge me -> Aug: Can you please provide me with the current pricing for a physical credit card, and could you also explain the fees associated with it?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
GEN | [declined_card_payment] | Orig: Why didn;t my payment work -> Aug: Your payment was declined due to an issue with your card, please check your account balance or card information to resolve the issue.
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
VAL | [cancel_transfer] | NO | Text: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate used for my international transaction is incorrect. Can you assist me with this issue?
VAL | [reverted_card_payment?] | YES | Text: I reversed my card payment
VAL | [card_payment_fee_charged] | YES | Text: I was charged an unexpected fee when I used my card to make a payment. Can you explain why this fee was applied?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate used for my recent card payment was incorrect.
VAL | [unable_to_verify_identity] | YES | Text: I'm unable to provide the required identification documents.
VAL | [pin_blocked] | YES | Text: I accidentally blocked my card, can you help me unblock it?
VAL | [visa_or_mastercard] | NO | Text: Must I choose between Visa or Mastercard?
VAL | [receiving_money] | YES | Text: I recently received a foreign currency transfer in GBP and I'd like to convert it to a different currency, what are my options?
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
VAL | [transfer_fee_charged] | NO | Text: Do I get charged a fee for transferring funds?
VAL | [declined_transfer] | YES | Text: I'm concerned that there was an error with the transfer I initiated
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate for the item I purchased in a different currency is incorrect, can you adjust it for me?
VAL | [receiving_money] | YES | Text: Can I receive funds from others through your services?
VAL | [why_verify_identity] | NO | Text: I'm not comfortable providing this information to verify my identity.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that the transaction appears to have been duplicated on my account.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I recently withdrew cash from an ATM while traveling and was surprised to find that the exchange rate was significantly different from what I was expecting. If I had known about this discrepancy, I would have chosen a different option.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why hasn't my account balance updated after I made a bank transfer today?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about an unexpected debit on my account.
VAL | [receiving_money] | YES | Text: Can you please guide me on how to receive a payment from someone?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still waiting to see the funds from my recent transfer appear in my account, could you please verify if it's been processed and updated my balance?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm having an issue with a transfer I made to a recipient, and they're saying they haven't received it. I've double-checked the details, and it shows as complete on my end, but the recipient is claiming they haven't received the funds.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card payment is incorrect
VAL | [lost_or_stolen_phone] | YES | Text: I need to report my phone lost and prevent any unauthorized transactions on my account.
VAL | [card_about_to_expire] | NO | Text: How much does it cost to replace my card, and how long does it take to receive a new one?
VAL | [exchange_rate] | YES | Text: The interbank exchange rate is the rate at which banks and other financial institutions trade currencies with each other, and it's often used as a benchmark for determining the exchange rate for customers.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the transferred funds yet, when can I expect them to be credited to my account?
VAL | [receiving_money] | NO | Text: Can I transfer funds in GBP or do I need to convert it to another currency first?
VAL | [pending_card_payment] | YES | Text: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed and cleared from my account?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can you please let me know how long it takes for a cheque to clear before I can use it to top up my account?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a transfer, but the recipient hasn't received it yet and it's not showing up in the app
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and I need to cancel it as soon as possible. Can you assist me in reversing the transaction?
VAL | [order_physical_card] | NO | Text: Can you please provide me with the current pricing for a physical credit card, and could you also explain the fees associated with it?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
VAL | [declined_card_payment] | NO | Text: Your payment was declined due to an issue with your card, please check your account balance or card information to resolve the issue.
VAL | [topping_up_by_card] | NO | Text: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
