GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
GEN | [pending_top_up] | Orig: Help, I don't see my money i just added. -> Aug: I'm having trouble finding the funds I just deposited.
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I use my card in Austria, or are there any specific restrictions I should be aware of?
GEN | [terminate_account] | Orig: I am not happy with your service and request that my account be terminated! -> Aug: I'm extremely dissatisfied with your service and would like to cancel my account immediately.
GEN | [Refund_not_showing_up] | Orig: It's been more than a week since I had a return charged to my card, why hasn't it showed up? -> Aug: I've been waiting for over a week for the refund to be processed and credited to my account, but it's still not showing up. Can you please look into this?
GEN | [automatic_top_up] | Orig: Will the system automatically update once there is no more money left? -> Aug: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Please, tell me why I can't have the funds I deposited a week ago? I need the money now. -> Aug: I made a cash deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: When can I expect the verification process for my pending cash withdrawal to be completed?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. -> Aug: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
GEN | [card_about_to_expire] | Orig: My card's expiration date is close. -> Aug: My credit card's expiration date is approaching.
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL TRANSACTION IN MY ONLINE STATEMENT.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a cash deposit at an ATM last week, but my account balance hasn't been updated yet. Can you please look into this and resolve the issue as soon as possible?
GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: What forms of identification do you accept for verification purposes?
GEN | [top_up_by_cash_or_cheque] | Orig: I'll send a check to top up my account -> Aug: I'll deposit a cheque to add funds to my account
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly transferred my rent payment to the wrong account. Can you please cancel the transfer and redirect it to the correct account, as it needs to be processed by tomorrow?
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
GEN | [top_up_by_cash_or_cheque] | Orig: Is there somewhere I can send a check to add to my account? -> Aug: Can I deposit a check to increase my account balance?
GEN | [top_up_failed] | Orig: Fix my top up -> Aug: Resolve the issue with my recent top-up attempt
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out why this transaction is showing up on my statement.
GEN | [disposable_card_limits] | Orig: Where can I find a list of descriptions the disposable cards have? -> Aug: What are the limits and descriptions for the disposable cards I can use with my account?
GEN | [age_limit] | Orig: We want to start a college fund for my daughter. -> Aug: We're planning to establish a college savings plan for my child.
GEN | [transaction_charged_twice] | Orig: To many charges on my card how do I go about fixing that? -> Aug: I've noticed duplicate charges on my account, can you help me resolve this issue?
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the spending limits for disposable cards, and can I use them for online transactions?
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: Could you please provide me with details about the identity verification process?
GEN | [country_support] | Orig: Will my new card work outside of the EU? -> Aug: Will my new card be accepted in countries outside of the European Union?
GEN | [why_verify_identity] | Orig: Can I make transfers before my identity verification? -> Aug: Before we proceed with any transactions, including transfers, we need to verify your identity to ensure the security and integrity of your account. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card to make a payment?
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Can I still receive a card even though I'm not based in the UK?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: I haven't received my credit card yet, can you tell me when it was supposed to arrive?
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is approaching its expiration date, what are the consequences if I don't renew it?
GEN | [cash_withdrawal_not_recognised] | Orig: Help!  The app says I took out cash but I didn't! -> Aug: I'm confused, my account shows a cash withdrawal, but I'm certain I didn't make one.
GEN | [cancel_transfer] | Orig: I need to change a transfer. -> Aug: I'd like to cancel a transfer I previously initiated.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer. Can you help me resolve this issue?
GEN | [declined_card_payment] | Orig: My card did not go through in a shop -> Aug: Your payment was declined at the merchant's location.
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your bank accounts support international transactions for sending and receiving funds?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is my cash deposit in my balance? -> Aug: Why hasn't my balance been updated to reflect the cash deposit I made recently?
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need my account frozen immediately. I'm concerned about an unauthorized cash withdrawal from a location I've never visited.
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're having trouble verifying your identity due to an issue with our system, and it seems like our app is not recognizing you as the account holder.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
VAL | [pending_top_up] | NO | Text: I'm having trouble finding the funds I just deposited.
VAL | [country_support] | NO | Text: Can I use my card in Austria, or are there any specific restrictions I should be aware of?
VAL | [terminate_account] | YES | Text: I'm extremely dissatisfied with your service and would like to cancel my account immediately.
VAL | [Refund_not_showing_up] | YES | Text: I've been waiting for over a week for the refund to be processed and credited to my account, but it's still not showing up. Can you please look into this?
VAL | [automatic_top_up] | YES | Text: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
VAL | [pending_cash_withdrawal] | YES | Text: When can I expect the verification process for my pending cash withdrawal to be completed?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
VAL | [card_about_to_expire] | YES | Text: My credit card's expiration date is approaching.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'M UNABLE TO FIND THE CASH WITHDRAWAL TRANSACTION IN MY ONLINE STATEMENT.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit at an ATM last week, but my account balance hasn't been updated yet. Can you please look into this and resolve the issue as soon as possible?
VAL | [verify_my_identity] | NO | Text: What forms of identification do you accept for verification purposes?
VAL | [top_up_by_cash_or_cheque] | NO | Text: I'll deposit a cheque to add funds to my account
VAL | [cancel_transfer] | NO | Text: I mistakenly transferred my rent payment to the wrong account. Can you please cancel the transfer and redirect it to the correct account, as it needs to be processed by tomorrow?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I deposit a check to increase my account balance?
VAL | [top_up_failed] | YES | Text: Resolve the issue with my recent top-up attempt
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why this transaction is showing up on my statement.
VAL | [disposable_card_limits] | NO | Text: What are the limits and descriptions for the disposable cards I can use with my account?
VAL | [age_limit] | NO | Text: We're planning to establish a college savings plan for my child.
VAL | [transaction_charged_twice] | YES | Text: I've noticed duplicate charges on my account, can you help me resolve this issue?
VAL | [disposable_card_limits] | NO | Text: What are the spending limits for disposable cards, and can I use them for online transactions?
VAL | [verify_my_identity] | YES | Text: Could you please provide me with details about the identity verification process?
VAL | [country_support] | YES | Text: Will my new card be accepted in countries outside of the European Union?
VAL | [why_verify_identity] | NO | Text: Before we proceed with any transactions, including transfers, we need to verify your identity to ensure the security and integrity of your account. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
VAL | [card_acceptance] | NO | Text: How can I use my card to make a payment?
VAL | [country_support] | NO | Text: Can I still receive a card even though I'm not based in the UK?
VAL | [card_arrival] | YES | Text: I haven't received my credit card yet, can you tell me when it was supposed to arrive?
VAL | [card_about_to_expire] | YES | Text: I'm concerned that my credit card is approaching its expiration date, what are the consequences if I don't renew it?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused, my account shows a cash withdrawal, but I'm certain I didn't make one.
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transfer I previously initiated.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer. Can you help me resolve this issue?
VAL | [declined_card_payment] | YES | Text: Your payment was declined at the merchant's location.
VAL | [country_support] | YES | Text: Which countries do your bank accounts support international transactions for sending and receiving funds?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my balance been updated to reflect the cash deposit I made recently?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I need my account frozen immediately. I'm concerned about an unauthorized cash withdrawal from a location I've never visited.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity due to an issue with our system, and it seems like our app is not recognizing you as the account holder.
