GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my credit/debit card for the transaction?
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: I'm still waiting for my refund, could you please expedite the process?
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I'm starting to get concerned that it's not being processed. Can you please look into this and let me know what's going on?
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: I swallowed my card while trying to withdraw cash from the ATM!
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to track the status of a refund I requested for a recent purchase. Can you confirm if the funds have been received or if the merchant has taken any action on it?
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
GEN | [declined_card_payment] | Orig: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. -> Aug: I'm sorry to hear that your new card was declined repeatedly, preventing you from making a payment. I'd be happy to assist you in resolving this issue and finding a solution to get your payment processed successfully.
GEN | [receiving_money] | Orig: Who can send me money? -> Aug: Who can transfer funds to me?
GEN | [Refund_not_showing_up] | Orig: When will my returned transaction show up on my account? -> Aug: Why hasn't my refund been credited to my account yet?
GEN | [lost_or_stolen_phone] | Orig: What do I do if I cannot access the app? -> Aug: I've misplaced my phone and can't access the app. What should I do?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information and confirmed that everything is accurate. I'm still waiting for a pending transfer to process, and I'm not sure why it's been delayed.
GEN | [receiving_money] | Orig: My salary is in GBP, do I need to exchange it before putting it into my account? -> Aug: Can I deposit my GBP salary directly into my account, or do I need to convert it to a different currency first?
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was declined. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: I'm still waiting for a transfer to be processed
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for a cash withdrawal I made at a store. Is it normal to be charged a fee for this type of transaction?
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to see who made a withdrawal from my account? I'm not sure if I authorized it, but I'd like to verify who took the money a few weeks ago.
GEN | [pending_cash_withdrawal] | Orig: When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier today, but it was declined. I've checked my account and the transaction is still pending. Can you please cancel this transaction as I didn't receive the cash and it's still showing as pending in my account?
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: Your recent cash withdrawal attempt was declined.
GEN | [visa_or_mastercard] | Orig: What type of card will I receive? -> Aug: You will receive a Visa or Mastercard.
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency from AUD to GBP using the app?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can I make direct deposits from my employer's payroll to my account with your bank?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble seeing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me in resolving this issue?
GEN | [order_physical_card] | Orig: Is a physical charge extra -> Aug: Are there any additional fees for ordering a physical credit card?
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is my card payment still pending and not yet reflected in my account balance?
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much! -> Aug: I'm concerned that there's been an error with the exchange rate. I converted my Russian Rubles to UK pounds, but the amount I was charged is significantly higher than expected.
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my new card, but I'm having trouble topping up my account. I'm getting frustrated and considering canceling my account due to this issue. Can you help me resolve this problem?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I top-up my account using cash or cheque, or is digital transfer the only option available?
VAL | [declined_card_payment] | NO | Text: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
VAL | [card_payment_fee_charged] | YES | Text: Why was I charged an additional fee when I used my credit/debit card for the transaction?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund, could you please expedite the process?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I'm starting to get concerned that it's not being processed. Can you please look into this and let me know what's going on?
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to withdraw cash from the ATM!
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to track the status of a refund I requested for a recent purchase. Can you confirm if the funds have been received or if the merchant has taken any action on it?
VAL | [Refund_not_showing_up] | YES | Text: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
VAL | [declined_card_payment] | NO | Text: I'm sorry to hear that your new card was declined repeatedly, preventing you from making a payment. I'd be happy to assist you in resolving this issue and finding a solution to get your payment processed successfully.
VAL | [receiving_money] | YES | Text: Who can transfer funds to me?
VAL | [Refund_not_showing_up] | YES | Text: Why hasn't my refund been credited to my account yet?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access the app. What should I do?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [pending_transfer] | YES | Text: I've reviewed my account information and confirmed that everything is accurate. I'm still waiting for a pending transfer to process, and I'm not sure why it's been delayed.
VAL | [receiving_money] | NO | Text: Can I deposit my GBP salary directly into my account, or do I need to convert it to a different currency first?
VAL | [top_up_failed] | YES | Text: I attempted to make a payment using my card, but it was declined. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [pending_transfer] | YES | Text: I'm still waiting for a transfer to be processed
VAL | [fiat_currency_support] | YES | Text: What currencies are accepted for international transactions with this service?
VAL | [cash_withdrawal_charge] | YES | Text: I noticed a charge on my receipt for a cash withdrawal I made at a store. Is it normal to be charged a fee for this type of transaction?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Can I review a past transaction to see who made a withdrawal from my account? I'm not sure if I authorized it, but I'd like to verify who took the money a few weeks ago.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier today, but it was declined. I've checked my account and the transaction is still pending. Can you please cancel this transaction as I didn't receive the cash and it's still showing as pending in my account?
VAL | [declined_cash_withdrawal] | YES | Text: Your recent cash withdrawal attempt was declined.
VAL | [visa_or_mastercard] | YES | Text: You will receive a Visa or Mastercard.
VAL | [exchange_via_app] | NO | Text: Can you guide me on how to exchange currency from AUD to GBP using the app?
VAL | [receiving_money] | YES | Text: Can I make direct deposits from my employer's payroll to my account with your bank?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm having trouble seeing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me in resolving this issue?
VAL | [order_physical_card] | NO | Text: Are there any additional fees for ordering a physical credit card?
VAL | [pending_card_payment] | YES | Text: Why is my card payment still pending and not yet reflected in my account balance?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that there's been an error with the exchange rate. I converted my Russian Rubles to UK pounds, but the amount I was charged is significantly higher than expected.
VAL | [top_up_failed] | NO | Text: I recently received my new card, but I'm having trouble topping up my account. I'm getting frustrated and considering canceling my account due to this issue. Can you help me resolve this problem?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I top-up my account using cash or cheque, or is digital transfer the only option available?
